artist,album_title,year,label,thumb,release_url,track_count,tracklist
Solar  / Białas,Iskry I Klik Klaki,2014,"Magic Records, Magic Records Sp. z o.o., Magic Records Sp. z o.o., Radio Eska Hity Na Czasie, Universal Music Polska",https://i.discogs.com/h2BzT0Rgz5pTGqeY8HXjQJ9jz8YASdimlM0o4T4mRs0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0OTYz/MTY0LTE1ODQ4MDE5/NTYtNDY1Mi5qcGVn.jpeg,https://api.discogs.com/releases/14963164,40,1-1: Na obcy ląd 1-2: Me and my broken heart 1-3: Start a fire 1-4: Sex love rock n roll 1-5: Faded 1-6: Tajna misja 1-7: Problem 1-8: Tlen 1-9: Mamma mia 1-10: Wstaje 1-11: Fancy 1-12: Follow the sun 1-13: Chandelier 1-14: This is how we do 1-15: Fade to love 1-16: Wicked wonderland 1-17: I don't love you 1-18: Things we lost in the fire 1-19: My love 1-20: Soundwave 2-1: Invencible 2-2: Linia czasu 2-3: Unexpected 2-4: Turn up the speakers 2-5: Summer jam 2-6: O tobie 2-7: Back 2 paradise 2-8: We are the nights 2-9: Feels like home (red velvet dress) 2-10: Arcadia 2-11: Are you with me 2-12: One in a million 2-13: Today 2-14: Hello 2-15: On the road 2-16: Dance 2-17: Go with your heart 2-18: Lose insanity 2-19: Godspeed you 2-20: Nothing lasts forever
B.R.O,Karmel,2016,"Magic Records, RMF Polskie Przeboje, Universal Music Polska, Magic Records Sp. z o.o., Magic Records Sp. z o.o., TAKT, TAKT, TAKT, TAKT",https://i.discogs.com/EhQnZvSq9UNqB3MNAR-N9RLxDxLbG551LMC-TubAiM8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg5MDQz/NjQtMTQ3MTE3MTQz/MS05MjI5LmpwZWc.jpeg,https://api.discogs.com/releases/8904364,40,"1-1: Na ostrzu 1-2: Error 1-3: Alay 2016 1-4: Zabiorę nas 1-5: List 1-6: Może będzie lepiej 1-7: Na pewno 1-8: Graj 1-9: Swoje szczęście znam 1-10: Ta i ja 1-11: Jak sen 1-12: Zapomnij mi 1-13: Zaczekaj - tyle kłamstw co prawd 1-14: Już wiem, że ty 1-15: Sam na sam 1-16: Piątek 1-17: Chodź 1-18: 7 rzeczy 1-19: Miłość 1-20: Wenus, tu mars 2-1: Aya 2-2: Prędko, prędzej 2-3: Z imbirem 2-4: Tak ma być 2-5: Zombi świat 2-6: Jenny 2-7: W dzień gorącego lata 2-8: Zapamiętaj 2-9: Słowa na otarcie łez 2-10: Na jednej z dzikich plaż 2-11: Co ty tutaj robisz 2-12: Rzeka milości, morze radości, ocean szczęścia 2-13: Nie tak 2-14: Podpalimy świat 2-15: Na obcy ląd 2-16: Jedwab 2-17: Szczęście 2-18: Nie patrz w dół 2-19: To nie mój czas 2-20: Kawa"
Fu & DJ.Element,Projekt 30 Mixtape,2009,"Fonografika, Terrorym",https://i.discogs.com/6uRIiPvoSsDrnzWC4_i4z6-LJ3VmlUR4v5E0m7zAq8k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1ODAy/MDQtMTI5MTQ4NTQ1/Mi5qcGVn.jpeg,https://api.discogs.com/releases/2580204,21,1-1: Na powierzchni 1-2: Szczęście 1-3: Byłem jestem będę 1-4: Na serio (feat. dj. decks) 1-5: Hip hop 1-6: Gruba impra z rysiem 2 1-7: Kochana mamo 1-8: Peneriada 1-9: Obudź się (pod prąd 2) 1-10: To jeszcze nie koniec 1-11: Śmiertelna pasja rap 1-12: Poszukując ideału 1-13: To co robimy (feat. vixen) 1-14: Pozwól mi żyć (są chwile) 1-15: Mamy ten flow 1-16: Pokonując granice 1-17: Kc 1-18: Zbyt dużo bólu 1-19: To jeszcze nie koniec (dna remix) 1-20: Epilog : Wersje instrumentalne
TMK Aka Piekielny,Zawsze Ep,2011,Fonografika,https://i.discogs.com/UwynZNPkNUFl1jiGxFHrIfuhp5KfvKQiji7hzNduSxA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3NzAx/OTgtMTM3NDk1ODEw/MS0zMjY5LmpwZWc.jpeg,https://api.discogs.com/releases/4770198,34,1-1: Na wstępie 1-2: Czy pamiętasz? 1-3: Kryminalny rap 1-4: Chorągiewy 1-5: Rachunek sumienia 1-6: Ogień w sercach 1-7: Dla małolatów 1-8: Ulica w kurestwie tonie 1-9: Nasza broń 1-10: Marzę o ekipie 1-11: Pismakit 1-12: Nowa siła 1-13: Szczęście w nieszczęściu 2 1-14: Honor i ojczyzna 1-15: Walka z systemem 1-16: J.k 1-17: Upadek 2-1: Głowa do góry 2-2: Dobre dziewczyny 2-3: Jara-my 2-4: Lecimy po bandzie 2-5: Piąta wyprawa nocna 2-6: Cokolwiek zrobisz wygram 2-7: You can`t live twice 2-8: Nie zabierzesz mikrofonu 2-9: Czasami 2-10: Zejdź na ziemie 2-11: Brat bratu bratem 2-12: Tak to bywa 2-13: Do przodu 2-14: Pogrom 2-15: Zwolnij tempo 2-16: Oni mają gula 2-17: Nasze życie
Bert  | Matej,"Jazz, Kawa, Rap",2008,My Music,https://i.discogs.com/2kaojl8jNUFwG0VziumEDrOz-qjg1D5eA5_B1XzRJxk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3MDI0/NTYtMTYyNDA2NDU5/OC05MTk4LmpwZWc.jpeg,https://api.discogs.com/releases/7702456,49,1-1: Najwyższa instancja 1999-2000 mix 1-2: Oczy złego 1-3: Grunt 1-4: Przepraszam 1-5: 5-2 i gp 1-6: Konfrontacje 1-7: Siła (remix) 1-8: Dębiec dębiec 1-9: To my! 1-10: Pies 1-11: Puls 1-12: Powiem 1-13: Idź 1-14: Boo 1-15: Rap nie umarł 1-16: Cuma 1-17: Kryszmas alkoholis 2-1: Jest nas wielu 2-2: To za czym gonisz 2-3: Uciekaj 2-4: Nie słyszą 2-5: Kac 2-6: Refleksje 2-7: Biznes 2-8: Jesteś ze mną 2-9: Gniew 2-10: Punkt wyjścia 2-11: Być 2-12: Kiedy ja 2-13: Koniec fantazji 2-14: Konglomerat 2-15: Rise up! 2-16: Ugly car 2-17: Apetyt : Dvd 3-1: Grunt 3-2: 2-5 i gp 3-3: Konfrontacje 3-4: To my! 3-5: Pies 3-6: Zawodnik(t) 3-7: Powiem 3-8: Kryszmas alkoholis 3-9: Jest nas wielu 3-10: Nieśmiertelny 3-11: Jesteś ze mną 3-12: Uciekaj 3-13: Matnia 3-14: Gniew
Wac Toja,High N Low Mixtape,2015,"Magic Records, Universal Music Polska, Magic Records Sp. z o.o., Magic Records Sp. z o.o., TAKT, TAKT, TAKT, TAKT",https://i.discogs.com/vfBvRmOfAVDYGFmh1kvaNVYTLrgqUNVZLd60xJk0qVI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNDQ4/OTg2LTE1MTY1MzU2/MDktMTQ2Mi5qcGVn.jpeg,https://api.discogs.com/releases/11448986,34,"1-1: Naucz mnie (album version) 1-2: Boso (radio edit) 1-3: Piechotą do lata (radio edit) 1-4: Chwile jak te (radio edit) 1-5: Awinion (album version) 1-6: Aicha (album version) 1-7: Wszystko czego dziś chcę (radio edit) 1-8: Barcelona (radio edit) 1-9: Tyle słońca w całym mieście (album version) 1-10: W stronę słońca (album version) 1-11: Pocztówka z wakacji (radio edit) 1-12: Otwieram wino (radio edit) 1-13: A wszystko to bo ciebie kocham (album version) 1-14: Coś optymistycznego (album version) 1-15: Nieodkryty ląd (radio edit) 1-16: Dziewczyny lubią brąz (radio edit) 1-17: Jedwab (album version) 2-1: Wszystko jedno (album version) 2-2: Czarne i białe (radio edit) 2-3: Gdzie się podziały tamte prywatki (radio edit) 2-4: Karuzela (radio edit) 2-5: W dzień gorącego lata (album version) 2-6: Kroplą deszczu (album version) 2-7: Wszystko mi mówi, że mnie ktoś pokochał (radio edit) 2-8: Magiczne słowa (album version) 2-9: Za późno (radio edit) 2-10: Przyjdzie taki dzień (album version) 2-11: Bananowy song (radio edit) 2-12: Na jednej z dzikich plaż (album version) 2-13: Nie powiem jak (album version) 2-14: Teksański (album version) 2-15: 1 2 w górę ręce (radio edit) 2-16: Zawsze z tobą chciałbym być (album version) 2-17: Facet to świnia (album version)"
Zjednoczony Ursynów,Zjednoczony Ursynów,2015,"Magic Records, RMF Polskie Przeboje, Universal Music Polska, Magic Records Sp. z o.o., Magic Records Sp. z o.o., TAKT, TAKT, TAKT, TAKT",https://i.discogs.com/6ifn00vxlRAd1qeWGcJC_XnkbaJTx6s0m7PXxCsE3v4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2ODcz/MzktMTQ2Njc5NzMw/NS05NzkyLmpwZWc.jpeg,https://api.discogs.com/releases/8687339,36,1-1: Naucz mnie (album version) 1-2: Kamień z napisem love (radio edit) 1-3: Wszystko jedno (album version) 1-4: To ty (album version) 1-5: Niepisane (radio edit) 1-6: Lecę tam (album version) 1-7: Zatrzymaj się (album version) 1-8: Twoje włosy rozwiał wiatr (radio edit) 1-9: Teraz ty (radio edit) 1-10: Damy radę (album version) 1-11: Linia czasu (radio edit) 1-12: Nie pytaj mnie (radio edit) 1-13: #tam tam (radio edit) 1-14: Ocean myśli (album version) 1-15: Euforia (album version) 1-16: Pełnia (album version) 1-17: Rutyna (radio edit) 1-18: Smak radości 2-1: Bądź duży (album version) 2-2: Lecę tam (mandee remix) 2-3: Indiana (album version) 2-4: Mamy siebie (album version) 2-5: Na dnie twojego serca (radio edit) 2-6: Będę kochać (album version) 2-7: Ktoś nowy (album version) 2-8: W silnych ramionach (album version) 2-9: Riotka (album version) 2-10: Jeszcze raz (radio edit) 2-11: Pomimo burz (album version) 2-12: Ile jeszcze (album version) 2-13: Kto (album version) 2-14: Rzeka (radio edit) 2-15: Rzeźba dnia (album version) 2-16: Czucie (album version) 2-17: Zabiorę cię (album version) 2-18: Bo jo cię kochom (album version)
YeahBooDo,Jay Z & Beyoncé,2015,"Magic Records, Bravo Hits, Universal Music Polska, Magic Records Sp. z o.o., Magic Records Sp. z o.o.",https://i.discogs.com/evam5p12AZnO7B6YQvhH-qw7wxg7AMbntetjMAQEKRk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcxOTY3/MTUtMTQzNTkxOTQw/Mi01OTYxLmpwZWc.jpeg,https://api.discogs.com/releases/7196715,40,1-1: Naucz mnie 1-2: Are you with me (radio edit) 1-3: Lecę tam 1-4: The nights 1-5: King 1-6: Sugar 1-7: Wszystko jedno 1-8: Heartbeat 1-9: I really like you 1-10: Bądź duży 1-11: I heart u (radio edit) 1-12: Aint nobody (loves me better) (radio edit) 1-13: Andalouse 1-14: Make me feel better (original version) 1-15: Secrets (radio edit) 1-16: Riva (restart the game) (euro radio edit) 1-17: She keeps me up 1-18: Fire under my feet 1-19: Damy radę 1-20: Ocean myśli 2-1: 38 degrees (radio version) 2-2: This summer's gonna hurt like a mother f****r (edited) 2-3: Livin' la vida (radio edit) 2-4: Waiting for love 2-5: Love message (new edit) 2-6: Hold you (radio edit) 2-7: Back home (radio edit) 2-8: Outlines (radio edit) 2-9: Here for you (radio edit) 2-10: Ganjaman 2-11: Love life (en) 2-12: Loca (radio edit) 2-13: Taragot (official version) 2-14: Señor loco (radio edit) 2-15: Springfield (video edit) 2-16: Bilionera (radio edit) 2-17: Dilemma (radio edit) 2-18: Dale papi (radio edit) 2-19: So good (radio edit) 2-20: I remember (western radio edit)
VNM X Kuba Knap X W.E.N.A. X Kuban Prod. Sodrumatic,Tour Of The Year,2014,"Epic, Sony Music Entertainment UK Limited, Sony Music Entertainment UK Limited, Sony Music Entertainment",https://i.discogs.com/ShtgPQ6CbD5sD04578PyQf9-DUBNg5IrbQIzBtJ88ts/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4ODk2/NDItMTQ3ODUyMzc0/Ni03NzcxLmpwZWc.jpeg,https://api.discogs.com/releases/6889642,24,1-1: Next year 1-2: Kids again (radio edit) 1-3: One more day (stay with me) 1-4: 10 million people 1-5: Only human 1-6: Seen you 1-7: Can't face the world alone 1-8: Live life living 1-9: All the wrong places (radio edit) 1-10: Take me as i am 1-11: At night 1-12: Longest goodbye 1-13: New friends 1-14: Full eclipse 1-15: One last breath 1-16: Innocent minds 2-1: All the wrong places (quintino remix) 2-2: All the wrong places (calyx & teebee remix) 2-3: All the wrong places (jack beats remix) 2-4: All the wrong places (starkillers remix) 2-5: Kids again (moti remix) 2-6: Kids again (dimension remix) 2-7: Kids again (zed bias remix) 2-8: Kids again (critikal miami sunrise remix)
Julia Jaroszewska,Uniwersum,2021,"Grand Imperial / Dwa Ognie, Grand Imperial / Dwa Ognie, Grand Imperial / Dwa Ognie, Mystic Production, W Dobrym Tonie Studio, Boogie Town Studio, TAKT, TAKT, www.mystic.pl",https://i.discogs.com/Z-OJqxzNM3ftKE8IPW_VPl_7oVPoY2kE5vEVlfhUPsc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzkz/NzMzLTE3MDAzNDM5/OTctNjQzOC5qcGVn.jpeg,https://api.discogs.com/releases/20793733,18,"1-1: Nie za miłe wiadomości 1-2: Muzyka jest o nas 1-3: Spektrum barw 1-4: Za mało czasu 1-5: Krew 2021 1-6: Kurz 1-7: Start 1-8: Dresiarze w garniturach 1-9: Kominy 1-10: Po co? 2-1: Szukam 2-2: 2020 2-3: 1,5 metra 2-4: Paradoksy 2-5: Mój kraj znika 2-6: Arktyka 2-7: Dobre wieści 2-8: Ok boomer!"
Emen,Przedmieścia,2012,"B.O.R. Records, Druga Strefa Studio",https://i.discogs.com/dNEv5iv3Zlawkp7IJEMr9Gdd9pVekXHkjFjlbiqwi5E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5NzAw/MDctMTM1MDkyODU4/OC00OTUzLmpwZWc.jpeg,https://api.discogs.com/releases/3970007,36,1-1: Niebo 1-2: Anonimowy muzyk 1-3: Pionier 1-4: Backstage 1-5: Miejski delikates 1-6: Nowa epoka 1-7: Za wszystko 1-8: Przystanek ziemia 1-9: Miałem szczęście 1-10: Ponaddźwiękowy rap 1-11: Słaby punkt 1-12: Drzwi otwarte 1-13: B.o.r. 1-14: Słyszałem o. 1-15: W ciemno 1-16: Nie mam wyrzutów sumienia 1-17: W drodze do lepszego jutra 2-1: Untitled 2-2: Untitled 2-3: Untitled 2-4: Untitled 2-5: Untitled 2-6: Untitled 2-7: Untitled 2-8: Untitled 2-9: Untitled 2-10: Untitled 2-11: Untitled 2-12: Untitled 2-13: Untitled 2-14: Untitled 2-15: Untitled 2-16: Untitled 2-17: Untitled 2-18: Untitled 2-19: Untitled
Bisz,Piękno I Bestia,2020,"Dobrzewiesz, Dobrzewiesz Nagrania, Dobrzewiesz Nagrania, Dobrzewiesz Studio, Dobrzewiesz Studio, JG Master Lab, Warner Music Poland Sp. z o.o.",https://i.discogs.com/tDMEMCRSdG4bYCClIR2acg9Ol5GcUrIGTgpCOn8UL0w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MTMy/MjA2LTE1ODcxMDYy/NzEtOTY1NS5qcGVn.jpeg,https://api.discogs.com/releases/15132206,9,"1-1: No akomodejszon 1-2: Stop, nadiu 1-3: Co tam, mordo? 1-4: Echo 1-5: Udostępniam ci playlistę 1-6: #nikiforszczecinski 1-7: Niepogoda 1-8: No akomodejszon remix : Cd2 - instrumental"
Numer Raz,Ludzie Maszyny Słowa,2008,"My Music, Universal Music Polska, My Music Sp. z o.o., My Music Sp. z o.o., Universal Music Polska, TAKT",https://i.discogs.com/Z-rn85mwAcu286M1fVsgQpWO5xe-AUmXkqeeFmwCNA0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMjcx/OTMtMTQzMTk4Mjk0/My0yOTgzLmpwZWc.jpeg,https://api.discogs.com/releases/7027193,40,1-1: No pokaż na co cię stać 1-2: Now you're gone 1-3: Świat się pomylił 1-4: My music csome 1-5: Razem zestarzejemy się 1-6: Póki jesteś 1-7: Spełni się 1-8: Round & round 1-9: Jak ja jej to powiem 1-10: S.o.s 1-11: Cara mia 1-12: Myślę o tobie 1-13: Miasto doznań 1-14: Music is my extasy 1-15: Życie na czekanie 1-16: My love 1-17: Długa droga w dół 1-18: Katharsis 1-19: Vayamos compañeros 1-20: Będziemy tańczyć 2-1: Jak zapomnieć 2-2: Satellites (radio edit) 2-3: Skarby 2-4: Trebles 2-5: Pozwól żyć 2-6: Sacrum 2-7: Explosion 2-8: Mogliśmy 2-9: The sound of san francisco 2-10: Żałuję 2-11: Renegate 2-12: Poison (radio version) 2-13: Pokolenie 2-14: Przestrzeń 2-15: Pump it up 2-16: Big city life 2-17: First day of my life 2-18: Miałeś być 2-19: 2 bajki 2-20: Ważne
"Szygenda, Eddie Block",Days Before Narcyz,2020,"Magic Records, Bravo Hits, Magic Records Sp. z o.o., Magic Records Sp. z o.o., Universal Music Polska",https://i.discogs.com/2REHYjQOBY3zdpO4t8Xnm5LQiDw0eBAI39Gee5SXcnI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NDI0/MDY0LTE2MDc2NjEz/NjgtNDcwNS5qcGVn.jpeg,https://api.discogs.com/releases/16424064,40,1-1: No sory 1-2: Paradise 1-3: Afera 1-4: Diamonds 1-5: Beautiful madness 1-6: Too late 1-7: For a second 1-8: No therapy 1-9: Positions 1-10: Afraid 1-11: How low can you go 1-12: Lalalalalalalalalala 1-13: are we there? 1-14: Wonder 1-15: Devil's cup 1-16: Pretty thoughts 1-17: Release me 1-18: Bang bang 1-19: 3am 1-20: Deser 2-1: Invisible dress(maro music x skytech remix) 2-2: I miss u 2-3: Wrap me in plastic 2-4: Dumb 2-5: Can't get you off my mind 2-6: Say hello 2-7: Hey baby 2-8: Your love 2-9: W telefonie 2-10: Belladonna - belladonna 2-11: My mama told me 2-12: Hasta la vista 2-13: Rebound 2-14: Paradise 2-15: Crossroads 2-16: Coś poszło nie tak 2-17: Knockin' 2-18: Gangsta's paradise 2-19: Like a prayer 2-20: Happy children
Various,IDA World DJ Championships 2015 Promo,2014,"Magic Records, RMF Hot New, Universal Music Polska, Magic Records Sp. z o.o., Magic Records Sp. z o.o., TAKT, TAKT, TAKT, TAKT",https://i.discogs.com/bN5La5eiDN8XVb9hvzd4WIuy15UK-ydFmICQQpi4ggM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgzMzU4/NjUtMTQ1OTYxODMz/OS0yNDI1LmpwZWc.jpeg,https://api.discogs.com/releases/8335865,40,1-1: Nobody to love (radio edit) 1-2: Love runs out (radio edit) 1-3: Dernière danse (radio edit) 1-4: Przyjdzie taki dzień (album version) 1-5: A sky full of stars (radio edit) 1-6: Hideaway (album version) 1-7: Stay with me (radio edit) 1-8: Things we lost in the fire (radio edit) 1-9: Tajna misja (album version) 1-10: Don't stop (radio edit) 1-11: Am i wrong (radio edit) 1-12: Loves me not (album version) 1-13: Lay me down (avicii by avicii) 1-14: We mgle (radio edit) 1-15: Is it right (radio edit) 1-16: Maps (radio edit) 1-17: Calm after the storm (radio edit) 1-18: Try again (theme) (radio edit) 1-19: If i go (radio edit) 1-20: Tough love (radio edit) 2-1: Fancy (radio edit) 2-2: Won't look back (radio edit) 2-3: Wasted (radio edit) 2-4: Netzwerk (falls like rain) (radio edit) 2-5: Pills n potions (radio edit) 2-6: Feels like home (video edit) 2-7: Here for you (radio edit) 2-8: Wild child (video edit) 2-9: Ona (radio edit) 2-10: Life goes on (radio mix) 2-11: Follow the sun (blackbox radio) 2-12: O tobie (album version) 2-13: I wa le wa (radio edit) 2-14: We are the nights (radio mix) 2-15: Tonight (radio edit) 2-16: Świat jest nasz (coca-cola 2014 world's anthem) (radio edit) 2-17: One in a million (video edit) 2-18: Dance (radio edit) 2-19: Mamma mia (he's italiano) (radio edit) 2-20: Everybody (radio version)
Da Blaze,Pierwszy Oddech,1998,"PolyGram Polska, Magic Records, Izabelin Studio, PolyGram Polska, PolyGram Polska, TAKT",https://i.discogs.com/jHQ5AUNiG_TOysB9DlI70ya2qnPeW-H0ooU2124mW7Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4OTE2/NzQtMTQ1MTA3NTg4/NC05NDM2LmpwZWc.jpeg,https://api.discogs.com/releases/7891674,33,"1-1: Noc, dzień 1-2: Casanova (7"" club mix) 1-3: Milena 1-4: Pata pata 1-5: Erodisco 1-6: Jakbyś chciał mi coś powiedzieć 1-7: Save tonight 1-8: W dzień gorącego lata 1-9: Cruel summer 1-10: We'll be together 1-11: Radosny 1-12: Aicha 1-13: High 1-14: Kiler 1-15: Boskie lato 1-16: If you want me 1-17: Co może przynieść nowy dzień 1-18: Telewizja 2-1: Kung fu fighting 2-2: Space invaders 2-3: Edge of heaven 2-4: Baby come back 2-5: Remember the time 2-6: La di da (tu es ma fille) 2-7: We love money / dreadlock holiday 2-8: The right way 2-9: Stars on 45 2-10: Cuba limbo 2-11: Heaven knows 2-12: Coming home 2-13: Summerfeeling 2-14: We like to party 2-15: Can't you see"
Various,CD Club Promo Only June 2010 Part 3,2010,"EMI Music Poland, EMI Music Poland, EMI Music Poland",https://i.discogs.com/3TAJuw4VocdP77YIvpRi9FpnPM2VUBTo3JY3zrETFqA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDUw/NTEtMTI3NTc1NTI1/Ny5qcGVn.jpeg,https://api.discogs.com/releases/2305051,30,"1-1: O karuzeli życia 1-2: Energocyrkulacja 1-3: Happy end and up happy hands 1-4: O półobrocie czaka 1-5: Sample dla dzieci w afryce 1-6: Co z tą polską 1-7: Reżim pana cykacza 1-8: Puenta 1-9: Kręta ścieżka, której nie wciąga się nosem 1-10: O karuzeli życia 1-11: 4 przebudzenie 1-12: Kręta ścieżka, której nie wciąga się nosem 1-13: 4 przebudzenie 1-14: Reżim pana cykacza 1-15: Happy end and up happy hands 2-1: Reżim pana cykacza 2-2: Reżim pana cykacza 2-3: Happy end and up happy hands 2-4: Co z tą polską 2-5: Energocyrkulacja 2-6: Reżim pana cykacza 2-7: Happy end and up happy hands 2-8: O półobrocie czaka 2-9: Co z tą polską 2-10: Happy end and up happy hands 2-11: Energocyrkulacja 2-12: Reżim pana cykacza 2-13: Puenta 2-14: Reżim pana cykacza 2-15: Happy end and up happy hands"
Damian ,WSP Damian,2011,"KnockOut Records, Fonografika",https://i.discogs.com/j-7nN-RowlCLBWUP0IN2yAyMv82csjKpeMbPkNA0IAQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0OTY1/OTEtMTQ0MDMyOTI3/Ni02NDE4LmpwZWc.jpeg,https://api.discogs.com/releases/3496591,34,1-1: O mój los jest gra 1-2: Tu gdzie błękit... 1-3: Oczy szeroko otwarte 1-4: D.y.h.a. 1-5: Za twoje zdrowie 1-6: Nie czas odchodzić 1-7: Gotowi na wszystko 1-8: Myślę o tobie 1-9: Nic więcej 1-10: Czekając na lato 1-11: 2000 nigdy meta 1-12: Na właściwych miejscach 1-13: Wystarczy jeden raz 1-14: Obecna chwila 1-15: Pod naszymi oknami 1-16: O 180 stopni obrót 2-1: O mój los jest gra (krzywy remix) 2-2: Tu gdzie błękit... (krzywy remix) 2-3: Oczy szeroko otwarte (krzywy remix) 2-4: D.y.h.a. (krzywy remix) 2-5: Za twoje zdrowie (krzywy remix) 2-6: Nie czas odchodzić (krzywy remix) 2-7: Gotowi na wszystko (krzywy remix) 2-8: Myślę o tobie (misha remix) 2-9: Nic więcej (koma remix) 2-10: Czekając na lato (fleczer remix) 2-11: 2000 nigdy meta (krzywy remix) 2-12: Na właściwych miejscach (blaze remix) 2-13: Wystarczy jeden raz (koma remix) 2-14: Obecna chwila (krzywy remix) 2-15: Pod naszymi oknami (meza remix) 2-16: O 180 stopni obrót (krzywy remix) : Bonus track 2-17: Nie czas odchodzić (halun remix)
Avi  x Louis Villain,Zbiór Pieśni Sycylijskich,2016,"Magic Records, Universal Music Polska, Magic Records Sp. z o.o., Radio Eska Hity Na Czasie",https://i.discogs.com/avchg-qjMYCxBYA754vr4ve4RMsIdRKX7HoPdSiwe68/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgyNDQ5/NDctMTQ1Nzg2NDgx/Ny0zNDI1LmpwZWc.jpeg,https://api.discogs.com/releases/8244947,40,1-1: Ocean drive 1-2: Cake by the ocean 1-3: Party crasher 1-4: Cool me down 1-5: Agosto 1-6: stitches 1-7: Zabiorę nas (basto remix) 1-8: Flip it 1-9: Sekret 1-10: Something in the way you move 1-11: Catch&release (deepend remix) 1-12: Broken arrows 1-13: Limit szans 1-14: Another day in paradise 1-15: Play my drum 1-16: Ego 1-17: Ex's & oh's 1-18: Runnin' (lose it all) 1-19: Thank you lub (jerome tropical mix ) 1-20: Zapomnij mi 2-1: Renegades 2-2: Same old love 2-3: Stand by me 2-4: Alay 2016 2-5: Sweet lovin' 2-6: Brothers in arms 2-7: Rendez vous 2-8: Eagle eyes 2-9: Ass up 2-10: Back together 2-11: Can't say no! (broiler remix) 2-12: Fast car 2-13: i did it mama 2-14: Sleep when we're dead 2-15: Każdy moment 2-16: How love begins (hardcore will never die edit) 2-17: Zabiorę cię stąd 2-18: Lay down your weapons 2-19: All night long 2-20: Give it away
